packet_number,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
2220,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2227,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2229,QoS Data,72,34,-62,920,2,8,1,0,0,0,0,0,720,0
2231,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2232,QoS Data,134,34,-63,920,2,8,1,0,0,0,0,0,720,0
2234,QoS Data,134,34,-75,920,2,8,0,0,0,0,0,0,720,0
2236,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
2239,QoS Data,112,34,-63,920,2,8,1,0,0,0,0,0,720,0
2241,QoS Data,112,34,-75,920,2,8,0,0,0,0,0,0,720,0
2243,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2244,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2246,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2247,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2248,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2249,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2251,QoS Data,133,34,-64,920,2,8,1,0,0,0,0,0,720,0
2253,QoS Data,133,34,-77,920,2,8,0,0,0,0,0,0,720,0
2254,QoS Data,133,34,-75,920,2,8,0,0,1,0,0,0,720,0
2256,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
2259,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2260,QoS Data,112,34,-61,920,2,8,1,0,0,0,0,0,720,0
2263,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2264,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2265,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2267,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2268,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2270,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2271,QoS Data,134,34,-63,920,2,8,1,0,0,0,0,0,720,0
2273,QoS Data,134,34,-75,920,2,8,0,0,0,0,0,0,720,0
2275,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
2278,RTS,54,34,-48,920,1,11,,,,0,0,0,2524,0
2280,QoS Data,115,34,-51,920,2,8,1,0,1,0,0,0,720,0
2282,QoS Data,112,34,-63,920,2,8,1,0,0,0,0,0,720,0
2284,QoS Data,112,34,-74,920,2,8,0,0,0,0,0,0,720,0
2287,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2289,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
2290,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2291,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2293,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2294,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2295,QoS Data,134,34,-61,920,2,8,1,0,0,0,0,0,720,0
2297,QoS Data,134,34,-73,920,2,8,0,0,0,0,0,0,720,0
2299,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
2302,QoS Data,112,34,-58,920,2,8,1,0,0,0,0,0,720,0
2304,QoS Data,112,34,-73,920,2,8,0,0,0,0,0,0,720,0
2306,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
2307,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2309,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2312,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2321,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
2326,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2327,QoS Data,132,34,-56,920,2,8,1,0,0,0,0,0,720,0
2329,QoS Data,132,34,-76,920,2,8,0,0,0,0,0,0,720,0
2331,QoS Data,115,34,-54,920,2,8,1,0,0,0,0,0,720,0
2334,QoS Data,112,34,-56,920,2,8,1,0,0,0,0,0,720,0
2338,S1G Beacon,61,34,-81,920,3,1,,,,,,,0,0
2340,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2341,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
2344,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
2345,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2346,QoS Data,134,34,-63,920,2,8,1,0,0,0,0,0,720,0
2349,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
2353,QoS Data,112,34,-65,920,2,8,1,0,0,0,0,0,720,0
2357,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2359,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2360,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2361,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2363,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2364,QoS Data,132,34,-58,920,2,8,1,0,0,0,0,0,720,0
2366,QoS Data,132,34,-76,920,2,8,0,0,0,0,0,0,720,0
2367,QoS Data,132,34,-76,920,2,8,0,0,1,0,0,0,720,0
2369,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
2372,QoS Data,112,34,-62,920,2,8,1,0,0,0,0,0,720,0
2374,QoS Data,112,34,-75,920,2,8,0,0,0,0,0,0,720,0
2376,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2377,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2380,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2381,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2382,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2383,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2387,QoS Data,133,34,-61,920,2,8,1,0,0,0,0,0,720,0
2395,RTS,54,34,-48,920,1,11,,,,0,0,0,2452,0
2397,RTS,54,34,-49,920,1,11,,,,0,0,0,2452,0
2399,RTS,54,34,-48,920,1,11,,,,0,0,0,2452,0
2400,RTS,54,34,-47,920,1,11,,,,0,0,0,2452,0
2404,RTS,54,34,-47,920,1,11,,,,0,0,0,2740,0
2408,QoS Data,115,34,-50,920,2,8,1,0,0,0,0,0,720,0
2411,QoS Data,112,34,-61,920,2,8,1,0,0,0,0,0,720,0
2413,QoS Data,112,34,-75,920,2,8,0,0,0,0,0,0,720,0
2415,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2416,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2417,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2418,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2420,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2426,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
2434,QoS Data,133,34,-61,920,2,8,1,0,0,0,0,0,720,0
2436,QoS Data,133,34,-73,920,2,8,0,0,0,0,0,0,720,0
2438,QoS Data,115,34,-47,920,2,8,1,0,0,0,0,0,720,0
2441,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2443,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
2445,QoS Data,112,34,-75,920,2,8,0,0,0,0,0,0,720,0
2449,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2450,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2451,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2452,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2455,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2456,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2457,QoS Data,133,34,-61,920,2,8,1,0,0,0,0,0,720,0
2459,QoS Data,133,34,-75,920,2,8,0,0,0,0,0,0,720,0
2461,QoS Data,115,34,-47,920,2,8,1,0,0,0,0,0,720,0
2464,QoS Data,112,34,-61,920,2,8,1,0,0,0,0,0,720,0
2466,QoS Data,112,34,-73,920,2,8,0,0,0,0,0,0,720,0
2468,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2470,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2472,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2473,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
2475,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2477,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2478,QoS Data,134,34,-59,920,2,8,1,0,0,0,0,0,720,0
2480,QoS Data,134,34,-76,920,2,8,0,0,0,0,0,0,720,0
2482,QoS Data,115,34,-48,920,2,8,1,0,0,0,0,0,720,0
2485,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
2488,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2490,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2492,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2495,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2496,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2497,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2498,QoS Data,134,34,-59,920,2,8,1,0,0,0,0,0,720,0
2501,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
2504,QoS Data,112,34,-59,920,2,8,1,0,0,0,0,0,720,0
2507,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2509,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2510,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2511,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2513,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
2514,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2518,QoS Data,133,34,-62,920,2,8,1,0,0,0,0,0,720,0
2522,QoS Data,115,34,-47,920,2,8,1,0,0,0,0,0,720,0
2525,QoS Data,115,34,-47,920,2,8,1,0,1,0,0,0,720,0
2527,RTS,54,34,-46,920,1,11,,,,0,0,0,3172,0
2529,RTS,54,34,-47,920,1,11,,,,0,0,0,3172,0
2531,QoS Data,115,34,-47,920,2,8,1,0,1,0,0,0,720,0
2533,QoS Data,112,34,-61,920,2,8,1,0,0,0,0,0,720,0
2534,RTS,54,34,-48,920,1,11,,,,0,0,0,3172,0
2536,QoS Data,115,34,-47,920,2,8,1,0,1,0,0,0,720,0
2538,RTS,54,34,-59,920,1,11,,,,0,0,0,2812,0
2540,QoS Data,112,34,-60,920,2,8,1,0,1,0,0,0,720,0
2548,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2556,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2558,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2560,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2561,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2563,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2564,QoS Data,134,34,-60,920,2,8,1,0,0,0,0,0,720,0
2567,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
2570,QoS Data,112,34,-61,920,2,8,1,0,0,0,0,0,720,0
2571,QoS Data,112,34,-60,920,2,8,1,0,1,0,0,0,720,0
2574,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2575,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2576,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2577,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2581,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2583,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2584,QoS Data,132,34,-60,920,2,8,1,0,0,0,0,0,720,0
2587,QoS Data,115,34,-50,920,2,8,1,0,0,0,0,0,720,0
2590,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2591,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
2592,QoS Data,112,34,-60,920,2,8,1,0,1,0,0,0,720,0
2597,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2598,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2600,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2602,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2604,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2605,QoS Data,132,34,-62,920,2,8,1,0,0,0,0,0,720,0
2608,QoS Data,115,34,-50,920,2,8,1,0,0,0,0,0,720,0
2611,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2614,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2615,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2617,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2619,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2620,QoS Data,132,34,-60,920,2,8,1,0,0,0,0,0,720,0
2623,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
2625,QoS Data,115,34,-50,920,2,8,1,0,1,0,0,0,720,0
2626,RTS,54,34,-48,920,1,11,,,,0,0,0,2668,0
2628,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
2631,QoS Data,112,34,-59,920,2,8,1,0,0,0,0,0,720,0
2636,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2645,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2649,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2651,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2652,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2653,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2654,QoS Data,132,34,-63,920,2,8,1,0,0,0,0,0,720,0
2657,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
2660,QoS Data,112,34,-64,920,2,8,1,0,0,0,0,0,720,0
2663,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2665,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2666,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2667,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2669,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2670,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2671,QoS Data,133,34,-63,920,2,8,1,0,0,0,0,0,720,0
2674,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
2677,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
2680,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2681,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2683,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2684,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2685,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2687,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
2689,QoS Data,132,34,-61,920,2,8,1,0,0,0,0,0,720,0
2692,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
2695,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
2698,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2699,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2700,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2702,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2703,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2704,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2705,QoS Data,133,34,-60,920,2,8,1,0,0,0,0,0,720,0
2708,QoS Data,115,34,-48,920,2,8,1,0,0,0,0,0,720,0
2711,QoS Data,115,34,-49,920,2,8,1,0,1,0,0,0,720,0
2713,QoS Data,112,34,-62,920,2,8,1,0,0,0,0,0,720,0
2715,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
2717,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2719,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2726,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2735,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2736,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2740,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2741,QoS Data,134,34,-60,920,2,8,1,0,0,0,0,0,720,0
2743,QoS Data,134,34,-75,920,2,8,0,0,0,0,0,0,720,0
2747,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2748,QoS Data,112,34,-61,920,2,8,1,0,0,0,0,0,720,0
2751,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2753,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2755,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2757,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2758,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2760,QoS Data,134,34,-60,920,2,8,1,0,0,0,0,0,720,0
2763,QoS Data,115,34,-50,920,2,8,1,0,0,0,0,0,720,0
2766,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2767,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
2771,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2773,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2774,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2776,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2777,QoS Data,72,34,-48,920,2,8,1,0,0,0,0,0,720,0
2779,RTS,54,34,-48,920,1,11,,,,0,0,0,2416,0
2781,QoS Data,72,34,-48,920,2,8,1,0,1,0,0,0,720,0
2783,RTS,54,34,-48,920,1,11,,,,0,0,0,2416,0
2785,QoS Data,72,34,-49,920,2,8,1,0,1,0,0,0,720,0
2788,RTS,54,34,-47,920,1,11,,,,0,0,0,2668,0
2790,RTS,54,34,-46,920,1,11,,,,0,0,0,2668,0
2792,RTS,54,34,-46,920,1,11,,,,0,0,0,2668,0
2794,QoS Data,72,34,-47,920,2,8,1,0,1,0,0,0,720,0
2796,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2797,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2798,QoS Data,133,34,-63,920,2,8,1,0,0,0,0,0,720,0
2801,QoS Data,115,34,-48,920,2,8,1,0,0,0,0,0,720,0
2804,QoS Data,112,34,-61,920,2,8,1,0,0,0,0,0,720,0
2808,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2810,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2812,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2813,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2815,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2816,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2817,QoS Data,134,34,-61,920,2,8,1,0,0,0,0,0,720,0
2821,QoS Data,115,34,-50,920,2,8,1,0,0,0,0,0,720,0
2824,QoS Data,112,34,-61,920,2,8,1,0,0,0,0,0,720,0
2827,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2828,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
2831,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2837,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2843,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2845,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2847,QoS Data,133,34,-61,920,2,8,1,0,0,0,0,0,720,0
2849,QoS Data,115,34,-54,920,2,8,1,0,0,0,0,0,720,0
2852,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
2854,RTS,54,34,-48,920,1,11,,,,0,0,0,2848,0
2856,RTS,54,34,-49,920,1,11,,,,0,0,0,2848,0
2858,QoS Data,115,34,-47,920,2,8,1,0,1,0,0,0,720,0
2860,RTS,54,34,-48,920,1,11,,,,0,0,0,2848,0
2862,QoS Data,115,34,-49,920,2,8,1,0,1,0,0,0,720,0
2864,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
2869,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2870,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2871,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2873,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2876,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2878,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2880,QoS Data,134,34,-63,920,2,8,1,0,0,0,0,0,720,0
2883,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
2885,RTS,54,34,-51,920,1,11,,,,0,0,0,2848,0
2887,QoS Data,115,34,-49,920,2,8,1,0,1,0,0,0,720,0
2892,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2894,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2896,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2897,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2898,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2900,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2901,QoS Data,132,34,-61,920,2,8,1,0,0,0,0,0,720,0
2904,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
2907,RTS,54,34,-47,920,1,11,,,,0,0,0,2668,0
2909,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
2911,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
2914,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2915,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2917,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2918,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
2919,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2920,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
2922,QoS Data,133,34,-61,920,2,8,1,0,0,0,0,0,720,0
2925,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
2928,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2929,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
2932,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2933,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
2934,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2940,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
2949,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2952,QoS Data,134,34,-59,920,2,8,1,0,0,0,0,0,720,0
2954,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2956,QoS Data,115,34,-50,920,2,8,1,0,0,0,0,0,720,0
2959,QoS Data,115,34,-49,920,2,8,1,0,1,0,0,0,720,0
2961,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
2965,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2966,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
2967,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
2971,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
2972,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2973,QoS Data,134,34,-60,920,2,8,1,0,0,0,0,0,720,0
2976,QoS Data,115,34,-48,920,2,8,1,0,0,0,0,0,720,0
2979,QoS Data,115,34,-49,920,2,8,1,0,1,0,0,0,720,0
2981,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
2984,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2985,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
2987,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2988,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2989,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
2990,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
2992,QoS Data,132,34,-61,920,2,8,1,0,0,0,0,0,720,0
2995,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
2998,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
3001,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
3002,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
3003,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
3005,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
3006,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3007,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
3008,QoS Data,134,34,-61,920,2,8,1,0,0,0,0,0,720,0
3011,QoS Data,115,34,-50,920,2,8,1,0,0,0,0,0,720,0
3014,RTS,54,34,-48,920,1,11,,,,0,0,0,2668,0
3016,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
3018,QoS Data,112,34,-62,920,2,8,1,0,0,0,0,0,720,0
3021,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3023,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
3024,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3025,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3027,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
3035,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3041,QoS Data,132,34,-60,920,2,8,1,0,0,0,0,0,720,0
3043,QoS Data,132,34,-73,920,2,8,0,0,1,0,0,0,720,0
3045,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
3047,QoS Data,115,34,-49,920,2,8,1,0,1,0,0,0,720,0
3049,RTS,54,34,-49,920,1,11,,,,0,0,0,2848,0
3051,RTS,54,34,-49,920,1,11,,,,0,0,0,2848,0
3054,RTS,54,34,-48,920,1,11,,,,0,0,0,2848,0
3056,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
3058,RTS,54,34,-48,920,1,11,,,,0,0,0,2848,0
3060,QoS Data,115,34,-49,920,2,8,1,0,1,0,0,0,720,0
3064,QoS Data,112,34,-61,920,2,8,1,0,0,0,0,0,720,0
3067,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3068,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3070,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
3073,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
3074,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
3075,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
3077,QoS Data,134,34,-61,920,2,8,1,0,0,0,0,0,720,0
3080,QoS Data,115,34,-48,920,2,8,1,0,0,0,0,0,720,0
3081,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
3084,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
3085,QoS Data,112,34,-60,920,2,8,1,0,0,0,0,0,720,0
3086,QoS Data,112,34,-60,920,2,8,1,0,1,0,0,0,720,0
3088,QoS Data,112,34,-75,920,2,8,0,0,0,0,0,0,720,0
3091,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
3092,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
3093,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
3095,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
3097,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
